id,name,party,state,vote.6350,vote.6351,vote.6352,vote.6354,vote.6356,vote.6357,vote.6358,vote.6359,vote.6360,vote.6362,vote.6363,vote.6368,vote.6369,vote.6370,vote.6371,vote.6372,vote.6373,vote.6374,vote.6375,vote.6377,vote.6378,vote.6379,vote.6380,vote.6381,vote.6382,vote.6384,vote.6385,vote.6386
370,MARCIO ALVINO,PR,SP,2,2,2,1,2,2,1,1,4,2,1,2,2,1,1,1,1,4,4,3,1,2,2,4,1,1,2,2
371,LUIZA ERUNDINA,PSB,SP,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
372,PAULO PEREIRA DA SILVA,Solidarie,SP,2,2,1,1,2,2,4,4,4,4,4,2,1,1,1,4,1,1,1,3,1,1,4,4,4,4,4,4
373,PAULO MALUF,PP,SP,2,2,1,4,2,2,1,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
374,MILTON MONTI,PR,SP,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,4,1,1,1,3,1,2,2,2,1,1,2,2
375,MISSIONARIO JOSE OLIMPIO,PP,SP,2,2,1,2,2,2,1,1,4,2,1,4,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,2
376,PAULO TEIXEIRA,PT,SP,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,1,1,1,3,1,1,1,2,2,2,2,2,4
377,MIGUEL HADDAD,PSDB,SP,2,1,2,1,3,2,1,1,2,1,5,2,1,2,2,1,1,1,1,3,1,2,1,2,1,1,5,4
378,MIGUEL LOMBARDI,PR,SP,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,3,1,2,2,4,1,1,3,2
379,PR  MARCO FELICIANO,PSC,SP,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2
380,PAULO FREIRE,PR,SP,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,4,4,4,3,1,2,2,2,1,1,2,2
381,NELSON MARQUEZELLI,PTB,SP,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,4,4,1,2,1,2,3,2,1,1,2,4
382,NILTO TATTO,PT,SP,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,4,1,2,2,4
383,RICARDO IZAR,PSD,SP,2,2,1,1,2,2,1,1,2,4,1,2,2,1,2,4,4,1,1,4,1,1,2,2,1,1,1,2
384,RICARDO TRIPOLI,PSDB,SP,4,1,1,1,3,4,1,1,4,4,4,4,1,1,2,1,1,1,1,2,1,2,2,2,1,1,5,2
386,ORLANDO SILVA,PCdoB,SP,1,2,1,2,1,1,2,1,2,2,1,4,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,4
387,ROBERTO ALVES,PRB,SP,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2
389,SAMUEL MOREIRA,PSDB,SP,2,1,2,1,4,4,4,4,2,1,5,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,5,2
390,SERGIO REIS,PRB,SP,2,2,2,2,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
391,SILVIO TORRES,PSDB,SP,2,1,2,1,3,2,1,1,2,1,5,4,2,1,4,1,1,1,1,3,1,2,2,4,4,1,5,2
392,TIRIRICA,PR,SP,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4
393,VALMIR PRASCIDELLI,PT,SP,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,4,3,4,2,2,2,2,4
394,VANDERLEI MACRIS,PSDB,SP,2,1,2,1,3,2,1,1,2,1,5,2,2,1,2,1,1,1,1,3,1,2,1,2,1,2,5,2
395,VICENTE CANDIDO,PT,SP,4,2,2,2,1,3,2,1,4,2,1,2,2,1,2,1,1,1,4,1,4,1,2,4,1,2,2,2
396,VICENTINHO,PT,SP,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2
397,VINICIUS CARVALHO,PRB,SP,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,2
398,CARLOS ZARATTINI,PT,SP,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4
399,VITOR LIPPI,PSDB,SP,2,1,2,1,3,2,1,1,4,1,5,2,2,1,2,1,1,1,4,1,1,2,2,2,1,1,5,2
400,CARLOS BEZERRA,PMDB,MT,1,2,2,1,2,2,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,4
401,ADILTON SACHETTI,PSB,MT,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,5,2
402,EZEQUIEL FONSECA,PP,MT,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,4,2,2,1,1,1,2
403,FABIO GARCIA,PSB,MT,2,2,2,1,2,2,1,1,4,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,5,2
404,VALTENIR PEREIRA,PROS,MT,4,2,2,2,1,4,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,5,2
405,NILSON LEITAO,PSDB,MT,2,1,2,1,4,2,1,1,2,1,5,2,1,1,4,4,4,4,4,3,1,2,2,2,1,1,5,2
406,PROFESSOR VICTORIO GALLI,PSC,MT,2,3,1,2,2,2,1,1,4,2,1,1,1,1,1,3,2,1,1,1,1,2,2,2,1,1,2,4
407,ERIKA KOKAY,PT,DF,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2
408,IZALCI,PSDB,DF,2,1,2,1,3,2,1,1,2,1,5,2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,5,4
409,SAGUAS MORAES,PT,MT,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2
410,ALBERTO FRAGA,DEM,DF,2,2,1,1,3,2,1,1,4,1,2,4,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2
411,AUGUSTO CARVALHO,Solidarie,DF,2,1,1,2,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4
412,LAERTE BESSA,PR,DF,2,2,2,1,2,4,1,1,4,2,1,2,4,1,1,1,1,1,1,2,1,2,2,2,1,1,4,2
413,ROGERIO ROSSO,PSD,DF,4,2,2,1,2,2,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,2,1,2,4,4
414,RONALDO FONSECA,PROS,DF,2,2,2,2,1,2,2,1,4,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,5,2
415,RONEY NEMER,PMDB,DF,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4
416,ALEXANDRE BALDY,PSDB,GO,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,1,1,1,1,3,1,2,2,2,1,1,5,2
417,CELIO SILVEIRA,PSDB,GO,2,2,1,1,3,2,1,1,2,1,1,2,2,1,2,1,2,1,1,3,1,2,2,2,1,1,5,2
418,JOAO CAMPOS,PSDB,GO,4,1,2,1,3,2,1,1,4,1,5,2,1,1,2,1,2,1,2,3,1,2,1,4,1,1,5,4
419,JOVAIR ARANTES,PTB,GO,2,2,1,1,2,2,1,2,4,4,4,1,2,1,1,1,1,1,4,3,1,2,4,2,1,1,4,4
420,DANIEL VILELA,PMDB,GO,2,2,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2
421,DELEGADO WALDIR,PSDB,GO,2,1,1,1,2,2,1,1,2,1,5,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,5,2
422,FLAVIA MORAIS,PDT,GO,2,2,2,2,1,1,2,1,2,2,1,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,5,2
423,HEULER CRUVINEL,PSD,GO,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2
425,RUBENS OTONI,PT,GO,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,4,1,1,1,1,1,2,2,2,1,1,2,2
426,FABIO SOUSA,PSDB,GO,2,1,1,1,3,2,1,2,2,1,1,3,1,2,2,1,1,1,1,3,1,2,1,2,1,1,5,2
427,ROBERTO BALESTRA,PP,GO,2,2,1,4,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,4
428,PEDRO CHAVES,PMDB,GO,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2
429,GIUSEPPE VECCI,PSDB,GO,2,1,3,1,3,2,1,1,4,1,5,2,2,1,2,1,2,4,4,1,1,2,2,2,1,2,5,2
430,LUCAS VERGILIO,Solidarie,GO,2,1,1,1,2,2,1,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,2
431,MAGDA MOFATTO,PR,GO,4,2,2,1,2,4,1,1,2,2,2,2,2,1,1,4,1,2,1,2,1,2,4,4,4,1,2,2
432,MARCOS ABRAO,PPS,GO,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2
433,CARLOS MARUN,PMDB,MS,2,4,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,4
434,DAGOBERTO,PDT,MS,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,5,2
435,GERALDO RESENDE,PMDB,MS,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2
436,MANDETTA,DEM,MS,2,1,2,2,3,2,1,1,4,1,1,2,1,2,1,1,1,4,1,1,1,1,1,4,1,1,1,4
437,TEREZA CRISTINA,PSB,MS,4,4,4,4,2,2,1,1,2,1,2,1,2,1,1,1,4,4,4,1,1,2,2,2,1,2,2,2
438,VANDER LOUBET,PT,MS,2,2,2,2,1,1,2,1,4,1,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
440,ZECA DO PT,PT,MS,2,2,2,2,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
441,ALIEL MACHADO,PCdoB,PR,4,2,1,2,1,4,2,1,2,2,1,4,4,2,2,1,4,1,1,1,1,1,2,2,1,2,4,2
442,CHRISTIANE DE SOUZA YARED,PTN,PR,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2
443,ASSIS DO COUTO,PT,PR,4,2,2,2,1,2,2,1,4,1,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
444,DILCEU SPERAFICO,PP,PR,2,2,1,1,2,2,1,1,4,1,2,2,2,1,1,1,2,1,4,1,1,2,2,2,1,1,2,2
445,ALEX CANZIANI,PTB,PR,2,1,2,1,2,2,1,2,4,4,2,1,4,2,2,1,1,4,4,1,1,2,4,4,1,1,2,4
446,EDMAR ARRUDA,PSC,PR,2,1,1,2,2,2,1,1,4,4,4,4,1,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4
447,DIEGO GARCIA,PHS,PR,2,2,1,2,2,2,1,1,4,2,1,2,2,1,2,1,1,1,1,2,1,2,4,2,1,1,1,1
448,HERMES PARCIANELLO,PMDB,PR,4,4,1,1,4,4,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1,1,2,4
449,ENIO VERRI,PT,PR,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2
450,FERNANDO FRANCISCHINI,Solidarie,PR,2,2,1,1,2,2,1,1,4,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2
451,ALFREDO KAEFER,PSDB,PR,4,1,2,1,3,4,1,1,4,1,3,2,2,1,2,3,1,1,1,2,1,4,4,4,3,4,2,2
452,EVANDRO ROMAN,PSD,PR,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1
453,LEANDRE,PV,PR,2,1,2,2,1,2,2,1,4,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,2,2,2
454,LUIZ CARLOS HAULY,PSDB,PR,2,1,2,1,3,2,1,1,2,1,5,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,5,2
455,JOAO ARRUDA,PMDB,PR,4,4,1,2,2,2,1,1,2,1,1,2,1,1,2,4,1,1,1,2,1,2,1,2,1,2,1,4
456,LEOPOLDO MEYER,PSB,PR,2,2,2,2,1,2,2,1,2,1,2,2,2,1,4,1,1,1,1,1,1,2,2,2,1,2,5,2
457,LUCIANO DUCCI,PSB,PR,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,5,2
458,NELSON MEURER,PP,PR,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
459,LUIZ NISHIMORI,PR,PR,4,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2
460,RUBENS BUENO,PPS,PR,4,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,4
461,MARCELO BELINATI,PP,PR,2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2
462,RICARDO BARROS,PP,PR,2,2,1,1,2,2,1,1,2,2,1,1,4,2,2,1,1,4,1,4,4,4,2,4,2,4,4,4
463,OSMAR SERRAGLIO,PMDB,PR,2,2,1,1,2,2,1,1,2,1,2,4,4,1,1,1,2,4,1,4,4,4,4,4,4,4,4,4
464,ROSSONI,PSDB,PR,2,1,1,1,4,2,1,1,2,1,4,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,5,2
465,SANDRO ALEX,PPS,PR,2,1,2,2,1,2,2,1,4,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2
466,GIACOBO,PR,PR,4,2,2,1,2,2,1,4,2,2,1,4,2,1,1,4,4,4,4,4,1,4,4,4,4,1,2,2
467,SERGIO SOUZA,PMDB,PR,2,2,1,1,2,2,1,1,4,1,1,1,1,2,2,1,1,4,1,1,4,2,4,2,2,1,2,2
468,ZECA DIRCEU,PT,PR,2,2,2,2,1,1,2,2,1,1,1,4,2,1,2,1,1,4,1,1,1,1,2,2,1,1,2,2
469,TAKAYAMA,PSC,PR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
470,TONINHO WANDSCHEER,PT,PR,2,2,2,2,1,3,2,1,1,1,4,2,2,1,1,1,1,1,1,1,4,1,2,2,2,1,2,4
471,ESPERIDIAO AMIN,PP,SC,2,2,1,2,3,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,3
472,CELSO MALDANER,PMDB,SC,2,2,2,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2
473,JOAO RODRIGUES,PSD,SC,2,2,1,1,2,2,1,1,4,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,4,4
474,JORGE BOEIRA,PP,SC,2,1,2,2,1,2,2,1,4,1,1,2,1,2,2,1,1,1,1,4,4,4,4,4,4,3,2,2
475,DECIO LIMA,PT,SC,4,2,2,2,1,3,2,1,4,2,1,4,4,1,2,1,4,4,4,1,1,2,2,2,1,1,2,2
476,JORGINHO MELLO,PR,SC,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,2,2
477,CARMEN ZANOTTO,PPS,SC,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2
478,MARCO TEBALDI,PSDB,SC,2,1,2,1,3,4,1,1,4,1,4,4,2,1,1,1,4,4,1,1,1,2,2,2,1,1,5,2
479,CESAR SOUZA,PSD,SC,2,2,1,1,2,2,1,1,4,1,1,4,1,1,2,1,1,1,1,1,4,4,2,2,1,2,2,4
480,MAURO MARIANI,PMDB,SC,2,2,2,1,2,2,1,1,4,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2
481,PEDRO UCZAI,PT,SC,2,4,2,2,1,1,2,1,4,1,1,2,2,1,2,1,1,1,3,1,1,1,2,2,2,2,3,4
482,GEOVANIA DE SA,PSDB,SC,2,1,2,1,3,2,1,1,2,1,5,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,5,2
483,ROGERIO PENINHA MENDONCA,PMDB,SC,2,2,1,1,2,2,1,1,4,4,4,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2
484,RONALDO BENEDET,PMDB,SC,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
486,ALCEU MOREIRA,PMDB,RS,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2
487,AFONSO HAMM,PP,RS,2,1,2,2,1,1,2,1,4,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2
488,LUIZ CARLOS BUSATO,PTB,RS,2,2,1,1,2,2,1,1,2,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,2,2
489,VALDIR COLATTO,PMDB,SC,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2
490,AFONSO MOTTA,PDT,RS,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,5,2
491,DARCISIO PERONDI,PMDB,RS,2,1,2,1,2,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2
492,CARLOS GOMES,PRB,RS,2,2,2,2,2,2,1,1,4,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,3,2
493,COVATTI FILHO,PP,RS,2,2,1,1,2,2,1,1,4,1,2,2,2,1,1,1,1,1,2,1,1,2,4,4,1,2,2,4
495,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,1,1,2,2
496,MARCO MAIA,PT,RS,2,2,2,2,1,4,2,1,4,4,4,2,2,1,2,1,4,4,4,1,1,1,2,2,1,1,2,4
497,OSMAR TERRA,PMDB,RS,4,4,4,4,4,4,4,4,4,4,4,2,2,4,1,1,4,1,1,1,1,1,2,2,1,4,2,2
498,HENRIQUE FONTANA,PT,RS,2,2,2,2,1,1,2,1,4,2,1,2,2,1,2,1,1,1,3,1,1,1,2,2,2,2,2,2
499,BOHN GASS,PT,RS,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,3,1,1,1,2,2,1,2,2,4
500,LUIS CARLOS HEINZE,PP,RS,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,4,2
501,JOSE OTAVIO GERMANO,PP,RS,2,2,1,4,2,1,2,4,2,2,2,4,4,4,4,4,4,4,4,1,1,2,2,2,1,4,4,4
502,GIOVANI CHERINI,PDT,RS,2,2,2,2,1,4,4,1,4,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2
504,HEITOR SCHUCH,PSB,RS,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,4,1,2,1,1,5,4
505,JERONIMO GOERGEN,PP,RS,2,1,2,1,3,2,1,1,4,1,1,4,4,4,4,4,4,4,4,1,1,2,4,2,1,1,1,2
506,JOSE STEDILE,PSB,RS,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2
507,MARCON,PT,RS,2,2,2,2,1,3,2,1,4,1,4,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,4
508,MARIA DO ROSARIO,PT,RS,2,2,2,2,1,3,2,2,1,2,1,2,2,1,2,1,4,4,4,1,1,1,2,4,2,2,2,4
509,NELSON MARCHEZAN JUNIOR,PSDB,RS,2,1,2,1,3,2,1,1,4,1,5,4,2,2,2,1,2,1,1,2,1,2,2,2,3,1,5,2
510,ONYX LORENZONI,DEM,RS,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,4,4,4,2,1,4,2,2,1,1,4,2
511,RENATO MOLLING,PP,RS,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2
512,SERGIO MORAES,PTB,RS,2,2,1,1,2,2,1,1,4,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2
513,PAULO PIMENTA,PT,RS,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,1,1,1,1,1,1,1,4,2,2,1,2,2
514,JOAO DERLY,PCdoB,RS,4,2,1,2,1,4,2,1,2,2,1,2,2,2,4,1,1,1,1,1,1,1,2,2,1,2,2,2
516,POMPEO DE MATTOS,PDT,RS,2,2,2,2,1,1,2,1,4,1,3,2,2,1,2,1,1,2,1,1,1,2,2,2,1,4,4,4
517,RONALDO NOGUEIRA,PTB,RS,2,2,2,1,2,2,1,1,2,2,1,1,2,2,4,4,1,1,1,2,1,2,2,2,1,1,2,2
518,WALTER IHOSHI,PSD,SP,4,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2
519,ANTONIO CARLOS MENDES THAME,PSDB,SP,2,1,2,1,3,2,1,1,2,1,5,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,5,2
520,ADEMIR CAMILO,PROS,MG,2,2,1,2,2,2,2,1,2,1,4,2,2,1,1,4,1,1,1,2,1,1,2,2,2,1,2,2
521,LOBBE NETO,PSDB,SP,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,5,2
522,MARCELO AGUIAR,DEM,SP,2,2,1,1,3,2,1,1,2,2,1,1,1,1,2,1,1,1,1,3,1,2,2,2,1,4,4,4
523,FERNANDO TORRES,PSD,BA,2,2,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,1,1,1,4
524,SANDES JUNIOR,PP,GO,2,2,1,2,2,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,4
525,DAVIDSON MAGALHAES,PCdoB,BA,1,2,1,2,1,1,2,1,4,2,1,2,2,2,2,1,1,1,1,1,1,1,4,2,1,2,2,4
526,SILAS BRASILEIRO,PMDB,MG,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,2,2,1,4,4,4
527,WADSON RIBEIRO,PCdoB,MG,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2
528,AUGUSTO COUTINHO,Solidarie,PE,1,1,2,1,2,2,1,2,2,4,1,4,4,4,4,4,4,4,4,2,1,1,2,2,2,1,5,2
529,FERNANDO MONTEIRO,PP,PE,2,2,1,1,2,2,1,1,2,2,1,1,4,1,1,1,1,1,1,4,1,2,2,2,2,1,2,2
530,CARLOS EDUARDO CADOCA,PCdoB,PE,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,4,1,2,2,1,2,2,2
532,EDINHO BEZ,PMDB,SC,2,2,1,3,3,1,1,1,4,1,2,1,1,1,4,4,2,2,1,2,1,2,1,2,1,1,1,4
534,FERNANDO MARRONI,PT,RS,2,2,2,2,1,3,2,1,4,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,4
535,WALNEY ROCHA,PTB,RJ,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,4
536,MARQUINHO MENDES,PMDB,RJ,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2
537,CELSO JACOB,PMDB,RJ,2,2,1,1,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,1,1,2,4
538,ELIZEU DIONIZIO,Solidarie,MS,2,2,2,2,2,2,1,1,4,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
539,JOSE FOGACA,PMDB,RS,2,1,2,2,1,1,2,1,4,1,1,4,2,2,2,1,1,1,1,4,1,1,4,2,1,1,2,2
540,MAURO PEREIRA,PMDB,RS,2,2,2,1,2,2,1,1,4,1,2,4,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
541,RAUL JUNGMANN,PPS,PE,4,4,4,4,1,1,2,2,4,1,1,2,2,2,2,1,1,1,1,4,4,4,4,4,4,2,1,2
544,PASTOR FRANKLIN,PTdoB,MG,2,2,2,2,2,2,1,1,4,2,1,4,2,1,2,1,1,1,1,2,4,2,2,2,1,1,2,2
545,SILAS FREIRE,PR,PI,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2
546,ROBERTO FREIRE,PPS,SP,4,1,2,2,1,2,2,1,4,1,1,2,2,2,2,1,1,1,1,1,3,3,1,2,1,2,1,2
548,ALBERTO FILHO,PMDB,MA,2,2,1,1,2,2,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
549,JOSE MAIA FILHO,Solidarie,PI,2,2,1,1,2,4,1,1,4,2,1,2,4,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
550,WADIH DAMOUS,PT,RJ,1,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,3,1,1,1,2,2,2,2,2,2
551,PENNA,PV,SP,1,1,2,2,1,2,1,1,4,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,4
