id,name,party,state,vote.6350,vote.6351,vote.6352,vote.6354,vote.6356,vote.6357,vote.6358,vote.6359,vote.6360,vote.6362,vote.6363,vote.6368,vote.6369,vote.6370,vote.6371,vote.6372,vote.6373,vote.6374,vote.6375,vote.6377,vote.6378,vote.6379,vote.6380,vote.6381,vote.6382,vote.6384,vote.6385,vote.6386
176,LAERCIO OLIVEIRA,Solidarie,SE,4,4,1,1,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,4,1,5,4
177,FABIO MITIDIERI,PSD,SE,2,2,2,1,2,2,1,1,4,1,2,4,2,1,1,1,1,1,1,4,1,2,2,2,1,2,1,4
178,FABIO REIS,PMDB,SE,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2
179,JOAO DANIEL,PT,SE,1,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,4
180,ALICE PORTUGAL,PCdoB,BA,1,2,1,2,1,1,2,1,4,2,1,2,2,2,2,1,1,4,4,1,1,1,2,2,1,2,2,2
181,JONY MARCOS,PRB,SE,2,2,2,2,2,2,1,1,4,2,1,2,1,2,2,1,4,4,4,1,1,4,4,4,4,1,2,4
182,AFONSO FLORENCE,PT,BA,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,4
183,VALADARES FILHO,PSB,SE,2,2,2,2,1,2,1,1,4,1,1,4,4,4,4,4,4,4,4,1,1,2,2,2,1,2,5,2
184,BACELAR,PTN,BA,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,4
185,BEBETO,PSB,BA,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,4,4,1,2,1,2,5,2
186,CLAUDIO CAJADO,DEM,BA,2,2,1,1,3,2,1,1,2,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
187,JOAO CARLOS BACELAR,PR,BA,4,2,2,1,2,2,1,1,2,4,1,2,2,1,4,1,1,4,4,2,1,4,4,2,1,1,4,4
188,DANIEL ALMEIDA,PCdoB,BA,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,4,4,1,1,1,1,2,1,2,2,2
189,ANTONIO BRITO,PTB,BA,2,2,1,1,3,2,1,1,2,2,1,2,2,2,1,1,1,1,1,3,1,2,2,2,1,1,1,2
190,BENITO GAMA,PTB,BA,2,2,1,1,2,2,1,1,4,4,4,4,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2
191,ANTONIO IMBASSAHY,PSDB,BA,2,1,2,1,3,2,1,1,4,1,1,2,1,2,2,1,4,1,1,2,1,2,2,4,2,1,5,4
192,ARTHUR OLIVEIRA MAIA,Solidarie,BA,4,2,1,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,4,1,5,2
193,CACA LEAO,PP,BA,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2
194,ERIVELTON SANTANA,PSC,BA,2,2,1,1,2,2,1,1,4,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2
195,FELIX MENDONCA JUNIOR,PDT,BA,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,5,2
196,CAETANO,PT,BA,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,2,4,4,4,1,1,1,2,2,1,2,2,4
197,JOSE CARLOS ARAUJO,PSD,BA,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,4,4,2,2,1,2,2
198,ELMAR NASCIMENTO,DEM,BA,2,1,1,1,3,4,1,1,4,1,1,1,1,2,1,1,1,1,4,2,1,1,2,2,4,1,1,2
199,IRMAO LAZARO,PSC,BA,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,4,4,4,1,1,4,4,2,1,1,2,2
200,JOAO GUALBERTO,PSDB,BA,2,1,1,1,3,2,1,4,2,1,1,4,2,1,1,1,1,1,1,3,1,2,2,4,1,1,5,2
201,JOSE NUNES,PSD,BA,2,2,1,2,1,1,2,1,4,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2
203,JOSE ROCHA,PR,BA,2,2,2,1,2,2,1,1,4,2,1,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,2,2
204,JORGE SOLLA,PT,BA,2,2,2,2,1,1,2,1,4,4,1,4,2,1,1,4,1,4,4,1,1,1,2,2,1,2,2,2
205,LUCIO VIEIRA LIMA,PMDB,BA,4,2,1,1,4,2,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
206,JUTAHY JUNIOR,PSDB,BA,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,5,2
207,JOSE CARLOS ALELUIA,DEM,BA,1,1,2,1,4,2,1,2,4,1,1,1,1,2,2,1,1,1,1,4,1,1,2,2,2,2,1,2
208,MARIO NEGROMONTE JR ,PP,BA,2,2,1,1,2,2,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,4
210,MOEMA GRAMACHO,PT,BA,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,4,4,4,1,4,2,2,2,1,2,2,2
211,ROBERTO BRITTO,PP,BA,2,2,1,1,2,2,4,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2
212,MARCIO MARINHO,PRB,BA,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,4,1,2,2,2,1,1,2,2
213,SERGIO BRITO,PSD,BA,2,2,1,2,2,2,1,1,2,1,1,4,1,1,1,1,1,1,1,2,1,1,2,2,1,4,4,4
214,PAULO MAGALHAES,PSD,BA,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,4,4
215,PAULO AZI,DEM,BA,2,1,1,1,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,2,1,4,2
216,RONALDO CARLETTO,PP,BA,2,2,1,1,2,2,1,1,4,4,4,1,2,1,1,1,2,1,1,3,1,2,2,2,1,1,3,2
217,TIA ERON,PRB,BA,2,4,2,2,2,2,1,1,2,2,1,4,2,2,2,1,2,1,1,1,1,2,2,2,1,4,4,4
218,VALMIR ASSUNCAO,PT,BA,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,4
219,WALDENOR PEREIRA,PT,BA,4,2,2,2,1,3,2,1,4,1,1,2,2,1,2,1,4,4,4,1,1,1,2,2,2,2,2,2
220,ULDURICO JUNIOR,PTC,BA,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4
221,ADELMO CARNEIRO LEAO,PT,MG,2,2,2,2,1,1,2,1,1,2,1,2,2,1,4,1,1,1,1,1,4,1,1,2,2,2,2,2
222,BONIFACIO DE ANDRADA,PSDB,MG,3,1,1,1,3,2,1,1,2,1,5,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,5,4
223,BRUNNY,PTC,MG,2,2,2,2,4,4,4,4,4,4,4,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,4
224,AELTON FREITAS,PR,MG,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
225,CAIO NARCIO,PSDB,MG,2,1,2,1,3,2,1,1,2,1,1,2,2,1,2,1,1,1,1,3,4,2,2,2,1,2,5,2
226,CARLOS MELLES,DEM,MG,2,1,1,1,4,2,1,2,2,1,1,4,1,2,2,4,4,1,1,1,1,1,2,2,1,2,2,2
227,DAMINA PEREIRA,PMN,MG,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
228,DIEGO ANDRADE,PSD,MG,4,2,2,1,2,2,1,1,4,1,1,4,4,4,4,4,4,4,4,4,1,1,2,2,1,2,1,4
229,DELEGADO EDSON MOREIRA,PTN,MG,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2
230,EDUARDO BARBOSA,PSDB,MG,2,1,2,1,3,2,1,1,2,1,5,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,5,2
231,DIMAS FABIANO,PP,MG,2,2,1,1,2,2,1,1,2,2,4,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2
232,BILAC PINTO,PR,MG,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,4,1,1,1,1,1,2,2,2,1,1,2,2
233,DOMINGOS SAVIO,PSDB,MG,2,1,2,1,3,2,1,1,2,1,5,4,2,1,2,1,4,4,4,3,1,2,2,2,1,3,5,4
234,LAUDIVIO CARVALHO,PMDB,MG,2,2,1,1,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2
235,MARCELO ALVARO ANTONIO,PRP,MG,2,2,1,2,2,2,1,1,4,2,1,2,2,2,2,1,4,1,1,1,1,2,2,2,1,1,2,2
236,MARCELO ARO,PHS,MG,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,4,1,1,1,2
237,MARGARIDA SALOMAO,PT,MG,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,4,4,4,4,1,1,1,4,2,2,2,2,2
238,FABIO RAMALHO,PV,MG,4,2,1,1,2,4,1,1,2,1,1,4,2,1,1,1,2,1,1,4,1,2,2,2,1,1,2,2
239,MARIO HERINGER,PDT,MG,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,5,2
240,JAIME MARTINS,PSD,MG,2,2,1,1,1,2,1,1,2,1,2,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
242,EROS BIONDINI,PTB,MG,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,4,1,1,2,2,2,1,1,2,4
243,LINCOLN PORTELA,PR,MG,2,2,2,2,2,2,1,1,4,2,1,4,4,4,4,4,1,1,1,1,1,2,2,3,1,1,2,2
244,GABRIEL GUIMARAES,PT,MG,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4
245,MISAEL VARELLA,DEM,MG,2,2,1,2,3,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2
246,JO MORAES,PCdoB,MG,1,2,1,2,1,1,2,1,2,2,1,4,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4
247,NEWTON CARDOSO JR,PMDB,MG,1,4,1,1,2,2,1,1,4,1,1,4,2,1,1,1,1,1,1,1,2,2,4,2,1,1,4,4
248,ODELMO LEAO,PP,MG,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2
250,JULIO DELGADO,PSB,MG,2,2,2,1,1,2,2,1,4,3,1,4,2,1,1,1,2,2,1,1,1,2,1,2,3,3,5,2
251,LUIS TIBE,PTdoB,MG,2,2,2,2,2,2,1,1,4,2,1,4,2,2,2,1,4,1,1,1,1,2,2,2,1,1,1,2
252,MAURO LOPES,PMDB,MG,2,2,1,1,2,2,1,1,4,1,1,4,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,2
253,LEONARDO MONTEIRO,PT,MG,4,2,2,2,1,1,2,1,1,1,4,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,4
254,MARCUS PESTANA,PSDB,MG,2,1,2,1,3,2,1,1,2,1,5,2,2,1,2,1,1,1,1,3,1,2,2,2,1,2,5,2
255,LEONARDO QUINTAO,PMDB,MG,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,4,1,1,2,4
256,LUIZ FERNANDO FARIA,PP,MG,2,2,1,4,2,3,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4
257,MARCOS MONTES,PSD,MG,4,2,1,1,2,2,1,1,4,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2
258,RAQUEL MUNIZ,PSC,MG,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
259,PADRE JOAO,PT,MG,2,2,2,2,1,1,2,1,4,1,1,4,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2
260,RODRIGO PACHECO,PMDB,MG,2,2,1,2,1,2,1,1,4,1,1,4,4,4,4,4,1,1,1,2,1,2,2,2,1,1,2,2
262,RENZO BRAZ,PP,MG,2,2,1,1,1,2,1,1,4,2,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
263,PAULO ABI ACKEL,PSDB,MG,2,1,1,1,3,2,1,1,4,1,1,4,2,1,2,1,2,1,4,2,1,2,2,2,1,1,5,2
264,TONINHO PINHEIRO,PP,MG,2,2,1,1,2,2,1,1,4,2,1,1,2,1,1,1,1,1,1,4,1,2,2,2,1,1,1,2
265,SARAIVA FELIPE,PMDB,MG,4,4,4,4,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
266,TENENTE LUCIO,PSB,MG,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,5,2
267,STEFANO AGUIAR,PSB,MG,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,3,1,2,2,2,1,1,5,2
268,RODRIGO DE CASTRO,PSDB,MG,2,1,1,1,2,2,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,5,4
270,WELITON PRADO,PT,MG,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
271,ZE SILVA,Solidarie,MG,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,5,2
272,REGINALDO LOPES,PT,MG,2,2,2,2,1,3,2,1,1,2,1,4,2,1,2,1,1,1,4,1,2,1,2,2,1,2,2,4
273,SUBTENENTE GONZAGA,PDT,MG,4,4,2,2,1,1,2,1,4,1,1,4,2,1,1,1,1,2,1,1,1,2,4,3,1,3,5,2
274,EVAIR DE MELO,PV,ES,2,1,2,1,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2
275,CARLOS MANATO,Solidarie,ES,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,5,2
276,GIVALDO VIEIRA,PT,ES,2,2,2,2,1,3,2,1,4,2,1,4,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,4
277,LELO COIMBRA,PMDB,ES,2,1,2,2,2,2,1,1,2,1,1,4,1,1,1,1,4,4,4,1,1,1,2,2,1,2,2,2
278,DR  JORGE SILVA,PROS,ES,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,5,2
279,HELDER SALOMAO,PT,ES,2,2,2,2,1,3,2,1,4,1,1,2,2,1,2,1,1,1,3,1,1,1,2,2,2,2,2,2
280,PAULO FOLETTO,PSB,ES,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,5,4
281,MARCUS VICENTE,PP,ES,2,2,1,1,2,2,1,1,2,2,1,2,2,4,4,4,4,4,4,2,1,2,2,2,1,2,2,2
282,MAX FILHO,PSDB,ES,2,1,3,2,3,3,2,1,4,1,5,4,1,3,2,1,1,1,1,1,1,2,2,2,1,1,5,2
283,SERGIO VIDIGAL,PDT,ES,2,2,2,2,1,3,2,1,4,1,3,2,3,3,3,1,4,4,4,1,1,2,1,4,1,1,1,2
284,ALEXANDRE SERFIOTIS,PSD,RJ,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,4,1,2,2,2,1,2,1,2
285,ALEXANDRE VALLE,PRP,RJ,2,2,2,1,2,2,1,1,4,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2
286,ALTINEU CORTES,PR,RJ,2,2,2,1,2,4,4,1,4,2,1,2,2,1,1,1,1,1,1,4,1,2,2,2,1,1,2,2
287,ALESSANDRO MOLON,PT,RJ,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,1,1,1,3,1,1,1,2,2,2,2,4,2
289,CABO DACIOLO,NA,RJ,4,4,4,4,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,4,4,4,4,4,4,2,1,2
290,AUREO,Solidarie,RJ,4,2,2,1,2,2,1,1,4,2,1,4,4,4,4,4,4,4,4,1,1,1,2,2,1,1,5,4
291,BENEDITA DA SILVA,PT,RJ,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2
292,CELSO PANSERA,PMDB,RJ,4,2,1,1,2,2,1,2,4,2,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,4
293,CHICO D ANGELO,PT,RJ,2,2,2,2,1,4,2,1,4,2,1,4,2,1,2,1,1,1,1,1,1,4,2,2,2,2,2,2
294,CLARISSA GAROTINHO,PR,RJ,2,1,2,2,1,2,2,1,4,1,1,2,2,1,2,4,1,1,1,1,1,1,2,2,1,1,1,2
295,CHICO ALENCAR,PSOL,RJ,2,2,2,2,1,1,5,1,4,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2
296,CRISTIANE BRASIL,PTB,RJ,2,2,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,2,1,1,2,2
297,FRANCISCO FLORIANO,PR,RJ,2,2,2,1,2,2,1,1,4,2,1,2,2,1,1,1,1,1,1,3,1,2,2,2,1,1,2,2
298,DELEY,PTB,RJ,2,2,1,1,2,2,1,1,2,2,1,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,2,4
299,DR  JOAO,PR,RJ,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,3,1,2,2,2,1,1,2,2
301,FELIPE BORNIER,PSD,RJ,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,4,4
302,JAIR BOLSONARO,PP,RJ,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2
303,EZEQUIEL TEIXEIRA,Solidarie,RJ,2,2,3,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,3,1,1,2,2,1,1,5,4
304,GLAUBER BRAGA,PSB,RJ,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2
305,JANDIRA FEGHALI,PCdoB,RJ,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,4,4,4,1,1,1,2,2,1,2,2,2
306,HUGO LEAL,PROS,RJ,2,1,1,1,2,2,1,1,4,4,1,4,4,4,4,4,4,4,4,1,4,2,2,4,1,1,2,4
307,JEAN WYLLYS,PSOL,RJ,2,2,2,2,1,1,5,1,1,1,1,2,2,1,2,1,1,1,4,1,1,1,1,2,2,2,1,2
308,JULIO LOPES,PP,RJ,2,2,1,1,2,2,1,1,4,1,2,2,2,1,2,1,4,1,1,3,1,2,2,2,1,1,2,4
310,FERNANDO JORDAO,PMDB,RJ,4,2,1,1,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,4,2,4,1,1,2,2
311,MARCELO MATOS,PDT,RJ,2,2,2,2,1,3,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,5,2
312,LEONARDO PICCIANI,PMDB,RJ,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,4,4,2,4,1,1,4,4
313,LUIZ SERGIO,PT,RJ,2,2,2,2,1,1,2,1,1,2,1,4,2,1,2,1,1,1,1,1,4,1,2,2,3,2,2,2
315,INDIO DA COSTA,PSD,RJ,2,2,2,1,2,2,1,1,2,1,1,4,1,2,2,1,1,1,1,3,1,1,2,4,1,2,1,4
316,OTAVIO LEITE,PSDB,RJ,2,1,1,1,3,2,1,1,4,4,4,1,2,1,4,1,4,4,4,2,1,4,4,4,1,1,1,2
317,MIRO TEIXEIRA,PROS,RJ,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
318,LUIZ CARLOS RAMOS,PSDC,RJ,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2
320,SERGIO ZVEITER,PSD,RJ,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,4,1,1,1,2,2,1,4,4,4
321,MARCOS SOARES,PR,RJ,4,4,4,4,2,2,4,1,4,2,1,2,1,1,1,1,3,2,1,2,1,2,2,4,1,4,4,4
322,RODRIGO MAIA,DEM,RJ,2,2,1,1,3,2,1,1,2,2,1,2,1,2,2,1,2,1,1,3,1,1,2,2,1,2,1,1
323,PAULO FEIJO,PR,RJ,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,1,1,2,1,1,1,1,2,4,1,1,2,2
324,ROBERTO SALES,PRB,RJ,2,2,2,2,2,2,1,1,4,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2
325,ROSANGELA GOMES,PRB,RJ,2,2,2,2,2,2,1,1,4,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2
326,WASHINGTON REIS,PMDB,RJ,4,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,2,4,1,1,2,2
327,SIMAO SESSIM,PP,RJ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
328,SORAYA SANTOS,PMDB,RJ,4,2,1,1,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,1,1,1,2,2,1,1,2,2
329,SOSTENES CAVALCANTE,PSD,RJ,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,4,1,1,1,1,4,2,4,1,2,1,4
330,RENATA ABREU,PTN,SP,2,2,1,2,1,2,2,1,4,2,1,2,2,1,2,1,1,1,1,1,4,1,1,2,1,1,4,2
331,ALEX MANENTE,PPS,SP,2,1,2,2,1,2,2,1,2,1,1,4,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2
332,ANA PERUGINI,PT,SP,2,2,2,2,1,3,2,1,4,2,1,4,2,1,2,1,1,1,3,1,1,1,2,2,3,1,2,4
333,ANTONIO BULHOES,PRB,SP,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2
334,ALEXANDRE LEITE,DEM,SP,2,2,1,1,3,2,1,1,4,1,1,2,1,1,1,1,1,1,1,3,1,1,2,4,1,1,2,4
335,BRUNA FURLAN,PSDB,SP,2,1,1,1,3,2,1,1,2,3,4,2,2,1,2,1,4,4,4,1,1,2,2,2,4,1,5,4
336,ARLINDO CHINAGLIA,PT,SP,2,2,2,2,1,3,2,1,4,2,1,2,2,1,2,1,4,4,4,1,1,1,2,2,3,1,2,4
337,ARNALDO FARIA DE SA,PTB,SP,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2
338,CARLOS SAMPAIO,PSDB,SP,4,1,2,1,3,3,1,1,4,4,4,4,2,1,2,4,1,1,1,1,1,2,2,4,4,1,4,4
340,BETO MANSUR,PRB,SP,2,4,2,1,2,2,1,1,4,1,1,4,4,4,4,4,4,4,4,2,4,2,2,4,1,1,2,4
341,ANDRES SANCHEZ,PT,SP,2,2,2,2,1,3,2,1,1,1,1,2,2,1,2,4,1,1,1,1,1,1,2,2,1,1,2,4
342,BALEIA ROSSI,PMDB,SP,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,2,2,1,1,1,2
343,BRUNO COVAS,PSDB,SP,2,1,2,1,3,2,1,1,2,1,5,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,5,2
345,ELI CORREA FILHO,DEM,SP,4,4,4,4,3,2,1,1,4,2,4,1,1,2,4,4,4,1,1,1,1,4,4,4,4,1,4,4
346,CAPITAO AUGUSTO,PR,SP,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,3,1,1,2,2
347,CELSO RUSSOMANNO,PRB,SP,2,2,2,2,2,2,1,1,4,2,1,2,2,2,2,1,2,2,4,1,1,2,2,2,1,1,4,2
348,GUILHERME MUSSI,PP,SP,2,2,1,1,2,2,1,1,4,4,4,1,2,1,4,4,1,4,4,1,1,2,2,2,1,1,3,2
349,JEFFERSON CAMPOS,PSD,SP,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,3,1,1,2,2,1,1,2,2
351,DR  SINVAL MALHEIROS,PV,SP,4,1,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,1,4,4,4
352,EDUARDO BOLSONARO,PSC,SP,2,2,1,1,2,2,1,1,2,2,1,1,3,1,1,1,1,1,1,2,1,2,2,3,1,1,1,2
353,EDUARDO CURY,PSDB,SP,2,1,2,1,3,2,1,1,2,1,5,2,1,2,2,1,1,1,1,3,1,2,1,2,3,2,5,2
354,EVANDRO GUSSI,PV,SP,2,1,1,1,2,2,1,1,2,2,1,4,2,1,2,1,1,2,1,4,1,2,2,2,2,2,2,4
355,FAUSTO PINATO,PRB,SP,2,2,2,2,4,2,1,1,4,2,1,4,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2
356,KEIKO OTA,PSB,SP,2,2,2,1,1,2,1,1,4,1,2,2,2,1,1,1,4,1,1,1,1,2,1,2,1,1,5,2
357,FLAVINHO,PSB,SP,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,4,1,1,1,1,2,1,2,1,2,1,2
359,IVAN VALENTE,PSOL,SP,2,2,2,2,1,1,5,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2
360,GILBERTO NASCIMENTO,PSC,SP,2,2,1,1,2,2,1,1,4,2,1,4,4,4,4,4,1,1,1,1,1,2,2,2,1,1,1,2
361,GOULART,PSD,SP,2,2,2,1,2,2,1,1,4,1,1,2,2,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2
362,HERCULANO PASSOS,PSD,SP,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,3,1,1,4,2,1,2,1,2
363,JORGE TADEU MUDALEN,DEM,SP,2,2,1,2,3,2,1,1,4,1,1,1,1,2,2,1,1,1,1,3,1,1,2,2,1,1,2,2
364,JOAO PAULO PAPA,PSDB,SP,2,1,2,1,3,2,1,1,4,1,5,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,5,2
365,LUIZ LAURO FILHO,PSB,SP,2,2,2,1,2,2,1,1,4,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,5,2
366,MARA GABRILLI,PSDB,SP,2,1,2,3,3,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
367,JOSE MENTOR,PT,SP,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2
368,MAJOR OLIMPIO,PDT,SP,2,2,2,2,1,3,2,1,2,4,1,2,2,1,1,1,1,1,1,3,1,2,4,3,1,1,5,2
369,MARCELO SQUASSONI,PRB,SP,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,3,1,2,2,2,1,1,1,4
